text,y
현실성 없는 얘기지만,1
이건 영화니까 하고 넘어가자.,2
의도한 바일 듯 싶다.,2
결말이 대체 어떻게 된 것인지 모호하게 만듦으로써,1
컨셉은 비교적 괜찮은 편이었고,3
그럼 그렇지라고 해야하나...,2
이야기의 진행도 볼만했다.,3
한국영화는 질색이긴 하지만,0
다행.,3
역시 엔딩은 영 마음에 안든다.,0
마무리가 깔끔하지 못하다.,1
지저분하다.,1
``그래서 어쩌라고?``라고 반문할 수 밖에 없는 상황.,1
그 뒤에 어떻게 할 것인가?,1
어떻게 할 것인데?,1
결말은 어떻게 낼 것인데?에 대한 해답은 없다.,1
영화판의 반전만 몇번 반복한 뒤,1
"관객들의 끝없는 상상의 나래와 결말 분석,",1
차라리 배드엔딩이었으면 나았을텐데...,1
왜 지금은 쓰지 않는 가타카나로 표기했을까?,2
그럴듯해 보이려는 연출이 아닐런지.,3
좀 더 잘생긴 듯.,4
역시 에바는 대단했다.,4
촌스럽거나 진부함이 전혀 없고,4
요즘 애니메이션을 압도하는 내용과 연출을 보여준다.,4
초호기와 0호기도 좋다.,3
초호기 몸에 녹색부분이 더 많아지고 야광기능까지 추가된 것이 멋지다.,3
신선한 임펙트는 없었지만,1
모양이 변하며 빔을 쏘는 것도 멋지다.,3
라미엘과의 사투만큼은 그야말로 이번 극장판의 백미.,4
다이나믹한 연출은,3
최첨단 애니메이션의 진수를 보여준다.,4
그 박진감.,3
극장에서 봐야만 한다.,2
판타지가 아니다.,2
스릴러라고만 하기엔 뭔가 부족하다.,1
"`귀신영화`, `공포영화`라고 할 수 있겠다.",2
"원제에는 존재하지 않는 뭔가 판타지스러울 것 같은,",2
속편이 있을 것 같은 부제를 붙여 관객을 낚고 있다.,1
`귀신영화`다.,2
하지만 귀신이 직접적으로 모습을 보이는 것은 그다지,1
무서운 모습은 아니다.,1
관객을 공포속으로 몰아넣는다.,3
분위기를 이끌어나가는 사운드는,2
주요포인트.,3
반드시 극장에서 관람할 것을 추천한다.,4
객석에서는 공포의 비명이 멈추지 않았다.,3
이렇게 오싹한 공포분위기를 제대로 낸,3
기-승-전-결의 이야기 진행도 매끄럽고,3
과정도 흥미롭다.,3
과정,3
하나하나가 잘 짜여져 있다.,3
스토리가 B급이거나,1
무서운 얼굴의 귀신을,2
적시적절한 때 등장시켜서 공포를 주지만,3
잘 짜여진 스토리와 함께,3
공포를 주게끔 잘 만들어져 있다.,3
상당히 잘 만들어진,4
수작.,3
그다지 좋아하지 않는다.,1
그다지 호감이 가지 않는,1
존재 자체가 느끼하다.,1
덕분에 내셔널 트레져에는 전혀 관심을 가지지 않았었다.,0
그리고 무엇보다 월트디즈니에서 제작한,2
내가 좋아하는 `인디아나 존스`와 비슷하다는,3
그럭저럭 볼만한 편.,3
재미있는 편이다.,3
`다빈치 코드`에서 리얼리티와 진지함을 뺀 것 같고,2
인디아나 존스`에서 액션을 뺀 것 같은,2
좀 쉽고,3
어린이들도 편하게 볼 수 있는,3
즐거운 모험영화였다.,3
이 점은 반대로 약점으로도 작용하기도 한다.,1
역사적 비밀이 `다빈치 코드`에 비해 너무,1
`인디아나 존스`에 비해 덜 환상적이다.,1
게다가 모험영화 치고는 액션이 너무 부족하다.,0
복잡하게 얽혀있어야 할 퍼즐이 너무 쉽게 놓여있고,0
너무 쉽게 쉽게 해결해나가며 진행한다.,0
심지어는 대통령이라는 막대한 장애물까지도.,1
`디즈니니까`하고 넘어가자.,2
쉽게 이해하고,3
부모님과 함께 볼 수 있는,3
개그는 비교적 괜찮은 편이었다.,3
위트와 유머도 동양권에서 쉽게 이해하고,3
재밌게 만들어준다.,3
도시라기보단 단순히 제단이 아닌가?,1
미니어쳐 같은 자그마한 세트장이,1
기대에 못미쳐서,1
좀 실망감을 준다.,1
차라리 `황금의 제단`이라고 하지...,1
가장 마음에 안든 것은 악역 미치의 정체성.,0
단지,0
똥고집이 심할 뿐.,0
이런 짧은 순간에 이랬다 저랬다 하는 악역이 어딨담.,1
정체성이 엉망진창.,0
엔딩이 엉망진창.,0
다 `디즈니니까`라고 생각하자.,2
권선징악적 요소에 충실하다고 생각하자.,2
따지면서 보지 않으면 재밌다.,3
`쟤 왜 저래?` 하는 생각이,1
곰씹어보면 그다지 좋진 못하다.,1
너무 어린이용이 아닐런지.,1
범죄나 스릴러와는 상관없다.,2
공포영화일 뿐이다.,2
얼굴이 좀 기묘하게 생겼고,1
꽤나 취향에 맞아,4
볼만한 편이었다.,3
적절할 때 터뜨려주는 것도 괜찮은 편이었고,3
좀 안타깝긴,1
공포영화로써는 적절한 엔딩도 괜찮았다 본다.,3
`범죄 스릴러`를 기대하고 봤다면 실망했을지도.,1
"유명한 뉴라인 시네마사가 제작,",3
화려한 캐스팅.,3
말도 안되고,1
유치한 내용이기 쉽상인,1
냉철하게 보자면,1
맘에 안들기 쉽상이지만,1
이런류를 좋아하다보니,3
그럭저럭 재미있게 본 편이다.,3
서로 오갈 수 있다는 점이 볼만한 편.,3
설정과 세계관이 복잡하지만,1
단순하게 빨리빨리,3
그리 어렵진 않은,3
반지의 제왕에 비해서는 유치하고,1
어렵다고 할까나.,1
이도 저도 아닌 느낌이 든다.,1
가장 큰 장점은,4
꽤나 즐거운,4
볼거리를 제공해준다.,4
정신없는 혼전도,1
꽤나 볼만하다.,4
다른 영화에서는 보기 힘든,3
화려하고,3
복잡한,1
환상적인 영상만으로도,4
충분히 가치있지 않을까.,4
더 이상의 설명은 생략한다.,3
아무 말도 필요없다.,3
모든 면에서 최고였다.,4
다크나이트와 정 반대의 느낌으로 최고.,4
오락영화는 이래야만 한다.,3
아름다운 이야기.,3
로봇에 이렇게 예쁜 감정을 담을 수 있을까.,4
스케일도 크고,3
음악도 좋고,3
액션도 좋고.,3
최고의 블록버스터.,4
"오락성 일품,",4
"스토리 일품,",4
영상미 일품.,4
액션도 좋고,3
깊은 애정마저 느껴진다.,4
또 화가 나려고 한다.,1
더러운,1
졸작.,0
내용도 역겹고,0
결말도 화가 난다.,1
재미없었다.,1
재미도 없었고,1
결말도 화가 나고...,1
표현력에 한계가 있었고,1
내용상의 참신함 등도 한계가 있었다.,1
그야말로 SF의 첨예이자,4
영화계의 혁명이라고 할 수 있었겠다.,4
아무리 명작의 리메이크라고는 해도,3
원작의 스토리와 표현방식이 57년이나 지난 지금와서 봤을 때 먹힐 수가 없다.,1
스토리는 진부하다.,1
연출도 진부하다.,1
로봇의 디자인은 유치하기까지 하다.,1
무슨 로봇 디자인이 저래?,1
요즘 사람의 시각으로 보기엔 조금 뭐하긴 하다.,1
제법 볼만했다.,3
턴에이건담 같기도 하고.,2
영상 자체는 스펙타클하다.,3
크고,3
화려하며,3
박진감 넘친다.,4
액션이 그다지 많진 않고,1
좀 전개가 쳐지는 경향도 있다.,1
내용 자체도 좀 쳐지다보니,1
몰입도가 너무 떨어졌다.,0
몰입도가 떨어지는데,1
관람 환경이 최악이다보니,0
몰입도 빵점.,0
내 몸도 축축 쳐지고,1
일상의 피로가 몰려와,1
괴롭기까지 했다,1
시간이 아까웠다.,1
나쁘다고 욕하진 않겠지만,2
추천하고 싶지 않은,1
볼 바엔 `과속스캔들`을 2번 보는 것이 더 낫다.,1
상당히 잘 만들어진 `음악영화`다.,4
OST를 그리도 찾는지 이제 알 것 같다.,3
전형적인 한국코메디일 것 같은 제목과 포스터에 낚이지 말자.,2
이야기의 배경은 `과속스캔들`이란 제목에 어울리고,3
삼류뽕빨 스토리가 되기 쉽상이다.,1
꽤나 세련되면서도,4
깔끔한 전개로,3
누구나 예상할 수 있는,1
전형적인 스토리.,1
지루하기 쉽고,1
울고 짜는 한국드라마가 되기 쉽상이나,1
상당히 세련되고,4
재치넘치게 이야기를 이끌어 나간다.,4
그것의 주가 되는 것이 `노래`다.,3
노래는 전부 명곡들 투성이이며,4
영화에 맞게 어레인지 되었다.,3
진짜 노래 잘한다.,4
노래는 스토리의 흐름과 분위기를 이끌어나가는 뛰어난 효과를 보여주며,4
핵심이 된다.,3
전형적이긴 하지만,1
멋진 합주는,3
크리스마스에 보기 좋은,3
최고의 가족영화로 만들어준다.,4
뒷 이야기를 미리 나간 관객들은 영원히 알지 못하겠지.,1
영상이 여전히 나오고 있는데 자막이 좀 올라간다고 다들 나가는걸까.,1
음악영화로써도 훌륭했고,4
가족영화로써도 훌륭했다.,4
크리스마스에 보기 좋은,3
훌륭했다.,4
좋은,3
미묘한 포스터와,1
미묘한 카피프라이즈 때문에,1
망칠 뻔 했다.,1
대체 누구야?,1
3류뽕빨 광고문구를 넣어서,1
3류코메디로 오인하게 만든 곳이!!,0
성공가도를 달리고 있는,3
다행 중의 다행.,4
흥행에 실패했더라면 아까운 영화 하나 묻힐 뻔 했다,3
대박 건졌다고 해야할까나.,4
기승전결 깔끔하고,3
"적절한 위트와 유머,",3
얄미운 기자의,1
"복선과 암시의 절묘한 배치,",3
"등장인물들의 절묘한 관계와 캐릭터성,",3
"적시적절한 배경음악과 노래,",4
"잘 만들어진 명곡과 리메이크, 그리고 연출!!",4
100점 만점에 100점을 줄 수 밖에 없는,4
B급 공포물은 좋아하는 편이기에,3
한마디로 좀비물 비슷.,2
좀 아쉬운 느낌이랄까.,1
뭔가 이상하게 변하길,2
좀 심심한 느낌.,1
그렇게 공포스럽진 않고...,1
실제로 있으면 꽤나 공포스러운 상황일 수도 있겠지만,2
역시 영화라는 것은 어느정도,2
밋밋하단 느낌이 들었다.,1
희노애락을 잃은 인형들은 과연 인간이라고 할 수 있을런지.,2
희노애락이 없으면 인생이 재미없을테니까.,2
볼만한 거리는 없었던 것 같다.,1
내 오른쪽에 앉아있던 남자는 끊임없이 흠칫흠칫 놀라고 무서워했던 것으로 보아,2
나름 무서운 영화였을지도 모르겠다.,3
예전에 재미있게 봤던,3
흥미가 갈 수 밖에 없던,3
원색적이고,3
대비가 강한 색으로 이루어져,3
화려한 색감을 자랑한다.,3
"스토리는 어느정도 보장되어 있었고,",3
실력있는 연출가나 각본가들 덕분인지,3
영화에는 큰 무리는 없었다.,3
최상급의 인재들이 참여하여,4
시각적인 즐거움 면에서는 확실히 보장해준다.,4
영상미가 뛰어나니 말은 다했다고 볼 수 있겠다.,4
뛰어난 영상미,4
강렬한 특징은 음악.,4
시각적인 면에서도 현대적인 스킬이 가득 들어가,4
화려한 볼거리를 제공해줬지만,4
음악 또한 무려 `시이나 링고`가 담당.,3
컬트적이면서,4
강렬한 락 사운드,4
이국적인 느낌 가득한 악기의 향연.,4
볼거리와 들을거리가 가득한,4
어떤 사람은 시대극인데 음악이 너무 현대적이라서 안어울린다는 사람도 있었다고 하지만...,1
"주인공의 성격이나 장면이 튈 수 있었고,",3
잘 어울렸을 것 같다.,4
스토리 자체는 간단명료.,3
볼만했다.,3
막 재미있진 않지만,2
"스토리도 흥미로운 편이고,",3
연출이나 편집도 지루하지 않게,3
잘 짜여있다.,3
영상이 예술적으로 화려하고,3
보기 좋은데다가,3
음악 하나하나가 귀에 쏙쏙 들어오며,4
즐거운 느낌을 주는 것이,3
지루해지기 쉽상인 시대극을,1
제법 감각적으로 잘 만든,4
너무 서구적으로 생겨서,1
게이샤하고는 좀 안어울리는 감이 있다.,1
꽤나 잘 어울린다.,4
너무 서양인처럼 생겼다.,1
그 점이 좀 걸렸다고 할 수 있겠지만...,1
그런 점에선 잘 맞아떨어졌는지도.,4
제목인 `사쿠란`은 무엇일까.,2
"그것과는 그다지 상관없는 듯 싶고,",2
벚꽃 로고나 극중의 내용으로 보면 `벚꽃의...` 정도의 뜻으로 볼 수 있으리라.,2
뒤를 생략한 것으로 보인다.,2
그건 과연 단순히 약속을 지키기 위함일까.,2
그 뒤는 대체 어떻게 될 것인가.,2
뒷 이야기는 관객들이 알아서 생각하라는 것일까?,2
말하는 장면은 어찌보면 미래에 대한 암시일런지도 모른다.,2
별로 야하지는 않다.,2
위험한 기대는 금물.,1
시대극을 별로 좋아하지 않는 사람도,1
즐겁게 볼 수 있을만한,3
그다지 관심이 없었다.,1
하지만...이럴수가!!,4
따분한 전쟁물을 예상했건만,1
이건 상당히 재미있다!!,4
모든 것이 구식.,1
훈련 방식도 웃음을 자아낼 정도로 원시적이다.,1
전투기의 아날로그틱한 느낌이 물씬 배어나온다고 해야할까.,2
스토리는 영화적으로 잘 만들었다.,3
"전투도 볼만하고,",3
연출이 훌륭해서,4
스토리의 몰입도가 높은지라,3
즐겁게 감상할 수 있다.,3
무엇보다 마음에 들었던 것은 전투씬.,4
독일군 특유의 멋이 있어,3
장비는 구식이지만,1
밀리터리 혼을 느낄 수 있는 재미가 있다.,3
특수효과가 확실히 잘 발달해서인지,4
굉장한 볼거리를 제공해준다.,4
"다양한 회피기술,",3
셀 수 없이 많은 볼거리를 제공해준다.,4
재미있게 볼 수 있는,3
좋은,3
최고로 재미있게 본,4
태국 공포물이 강세인 것 같다.,3
"공포를 주는 컨셉이 한국, 일본과 비슷하고,",2
기술이 부족하니,1
조금은 B급인 공포물을 많이 만드는 것 같다.,2
괜찮은 공포물이 나올 확률이 한국보다 나은지도.,3
제법 잘 만들었다.,3
"스토리도 매끄럽고,",3
제때 제때 놀래키는,3
연출도 좋다.,3
문제는 후반부.,1
스토리가 두동강이 되어버린다.,1
"문제는 이게 전혀 무섭지를 않아,",0
차라리 후반을 없애고 리케요소 따위는 도입하지 않는게 나았을지도 모르겠다는 생각이 든다.,1
꽤나 몰입도 있는 내용이었는데,3
후반은 엉망진창이니 원.,0
"뭐, 괜찮은 시도인 듯 싶다.",3
시도는 좋았지만,3
용두사미로 끝나는,1
전반은 제법 하더니,3
후반은 하나도 무섭지도 않고,1
재미도 없고.,1
최강,4
"다음이 태국영화 `샴`,",3
다음이 미국영화 `1408` 정도.,3
애석하게도,1
순위권에 차마 넣을 수 없을 정도로,1
레벨이 낮다.,1
별로 무섭지 않은,1
`착신아리`랑 비슷한 레벨로 쳐주면 좀 후한 편이려나.,1
1시간은 지루하지만,1
그 이후부터 진짜 재밌다고.,4
어떤 영화이길래 1시간이나 지루하다는거야?,1
게다가 홍보팀이 그렇게 말하면 어떻게 하나?,0
B급영화를 보는 듯한,3
분위기를 의도적으로 재현한 듯 싶다.,3
분위기나 스타일도 완전히 틀리다.,2
지루하기 쉽상이다.,1
"여자들 몸매 감상이나 랩댄스, 성적 농담등은 볼만한 거리가 될 수도 있겠지만",3
그다지 끌리질 않는다.,1
잔혹한 결말.,0
후반부는 분위기 부터가 전반부와 뭔가 틀리다.,2
진정한 `데쓰프루프`가 시작된다.,3
"쉴새없이 계속되는 신나는 액션, 스릴,",4
통쾌함.,3
모든 관객은 박수를 치며 대폭소.,4
모두가 입가에 미소를 머금고 있었다.,3
올해 최고로 `통쾌한`,4
이건 스릴러물이 아니다.,2
뭔가 어두침침하고,1
퇴폐적인,1
쉴세없이 웃고,4
즐길 수 있는,3
B급영화에 대한 애정을 듬뿍 담아 만든,4
제대로 보여주고,3
B급은 B급 다워야한다.,3
그걸 누구보다도 가장 잘 표현할 수 있는,4
숨죽이며 본 뒤,2
웃고,3
박수치며 볼 수 있는,3
1시간은 너무 길다.,0
한 30분 정도로 했으면 좋았을 것 같다.,3
초반 1시간동안 밋밋하고,1
갑갑했던,1
"후반 1시간에서 다 날려주고,",3
스트레스도 다 날려주니,3
그걸로 충분하다.,3
웃기는 상황.,1
시놉시스에서 보여주는 이 컨셉이 스토리의 전체이다.,1
이런 뻔하디 뻔한,1
그다지 나쁘진 않을 것 같아 보게 되었다.,3
"이들의 캐릭터성과 어떻게 하여 서로에게 빠져들게 되는지, 그리고 그와중에 벌어지는 에피소드, 그들의 결말이 영화의 주된 볼거리이다.",2
